Passengers,Fare,Itinerary,Subs Itinerary 1,Subs Itinerary 2,Subs Itinerary 3
1,105.5,"(636,)","(635,)",,
1,105.5,"(728,)",,,
1,105.5,"(625,)",,,
1,105.5,"(234,)",,,
2,105.5,"(72,)",,,
2,105.5,"(434,)",,,
1,105.5,"(73,)",,,
1,105.5,"(700,)",,,
1,105.5,"(399,)",,,
1,105.5,"(22,)",,,
2,105.5,"(421,)",,,
2,105.5,"(210,)",,,
5,105.5,"(119,)",,,
1,105.5,"(125,)",,,
1,105.5,"(646,)",,,
7,105.5,"(118,)",,,
7,105.5,"(168,)",,,
3,105.5,"(538,)",,,
4,105.5,"(320,)",,,
4,105.5,"(306,)",,,
1,105.5,"(532,)",,,
1,105.5,"(468,)",,,
4,105.5,"(551,)",,,
4,105.5,"(38,)",,,
7,105.5,"(568,)",,,
7,105.5,"(476,)",,,
5,105.5,"(553,)",,,
5,105.5,"(279,)",,,
2,105.5,"(758,)",,,
1,105.5,"(560,)",,,
1,105.5,"(382,)",,,
2,105.5,"(557,)",,,
2,105.5,"(310,)",,,
1,105.5,"(592,)",,,
1,105.5,"(721,)",,,
2,105.5,"(607,)",,,
1,105.5,"(597,)",,,
1,105.5,"(92,)",,,
1,105.5,"(277,)",,,
1,105.5,"(348,)",,,
1,105.5,"(504,)",,,
1,105.5,"(31,)",,,
1,105.5,"(512,)",,,
1,105.5,"(465,)",,,
1,105.5,"(276,)",,,
1,105.5,"(518,)",,,
3,105.5,"(622,)",,,
3,105.5,"(480,)",,,
2,105.5,"(374,)",,,
2,105.5,"(457,)",,,
1,105.5,"(348,)",,,
1,105.5,"(605,)",,,
1,105.5,"(308,)",,,
1,105.5,"(557,)",,,
3,105.5,"(762,)",,,
3,105.5,"(49,)",,,
5,105.5,"(763,)",,,
5,105.5,"(498,)",,,
5,105.5,"(217,)",,,
1,105.5,"(314,)",,,
1,105.5,"(446,)",,,
4,105.5,"(318,)",,,
4,105.5,"(366,)",,,
1,105.5,"(531,)",,,
2,105.5,"(526,)",,,
2,105.5,"(220,)",,,
2,105.5,"(661,)",,,
2,105.5,"(236,)",,,
1,241.0,"(60,)",,,
2,241.0,"(376,)","(385, 681)",,
1,337.5,"(343,)",,,
1,177.5,"(381,)",,,
5,177.5,"(758,)",,,
2,177.5,"(620,)",,,
3,177.5,"(757,)",,,
3,177.5,"(392,)",,,
2,177.5,"(754,)",,,
2,177.5,"(256,)",,,
4,177.5,"(664,)",,,
4,177.5,"(46,)",,,
1,177.5,"(284,)",,,
3,177.5,"(682,)",,,
2,177.5,"(457,)",,,
2,177.5,"(373,)",,,
1,177.5,"(167,)",,,
2,177.5,"(46,)",,,
2,177.5,"(665,)",,,
8,177.5,"(12,)",,,
8,177.5,"(340,)",,,
2,177.5,"(743,)",,,
4,177.5,"(56,)",,,
4,177.5,"(426,)",,,
2,177.5,"(59,)",,,
2,177.5,"(698,)",,,
1,177.5,"(5,)",,,
2,177.5,"(284,)",,,
1,177.5,"(260,)",,,
1,177.5,"(82,)",,,
2,177.5,"(265,)",,,
2,177.5,"(361,)",,,
8,177.5,"(158,)",,,
8,177.5,"(3,)",,,
2,177.5,"(200,)",,,
4,177.5,"(212,)",,,
3,177.5,"(234,)",,,
3,177.5,"(625,)",,,
2,177.5,"(60,)",,,
12,177.5,"(190,)","(189,)",,
12,177.5,"(145,)",,,
1,177.5,"(194,)",,,
1,177.5,"(264,)",,,
2,177.5,"(160,)",,,
2,177.5,"(109,)","(110,)",,
1,177.5,"(211,)",,,
1,177.5,"(742,)",,,
1,177.5,"(226,)",,,
1,177.5,"(600,)",,,
1,177.5,"(258,)",,,
1,177.5,"(752,)",,,
4,177.5,"(742,)",,,
2,177.5,"(96,)",,,
2,177.5,"(642,)",,,
1,177.5,"(104,)",,,
1,177.5,"(747,)",,,
3,177.5,"(343,)",,,
1,177.5,"(211,)",,,
1,177.5,"(62,)",,,
1,177.5,"(429,)",,,
4,177.5,"(604,)",,,
3,177.5,"(362,)",,,
2,177.5,"(624,)",,,
2,177.5,"(43,)",,,
1,177.5,"(625,)",,,
1,177.5,"(235,)",,,
4,177.5,"(71,)",,,
4,177.5,"(433,)",,,
5,177.5,"(321,)",,,
5,177.5,"(454,)",,,
1,177.5,"(328,)",,,
1,177.5,"(756,)",,,
1,177.5,"(542,)",,,
1,177.5,"(37,)",,,
10,177.5,"(571,)",,,
10,177.5,"(473,)","(423, 38)",,
2,177.5,"(555,)",,,
2,177.5,"(279,)",,,
3,177.5,"(524,)",,,
1,177.5,"(588,)",,,
1,177.5,"(652,)","(653,)",,
9,177.5,"(560,)",,,
9,177.5,"(382,)",,,
2,177.5,"(558,)",,,
2,177.5,"(311,)",,,
5,177.5,"(591,)",,,
5,177.5,"(724,)",,,
1,177.5,"(222,)",,,
1,177.5,"(608,)",,,
2,177.5,"(609,)",,,
2,177.5,"(605,)",,,
2,177.5,"(115,)",,,
2,177.5,"(442,)",,,
11,177.5,"(131,)",,,
11,177.5,"(191,)",,,
1,177.5,"(682,)",,,
1,177.5,"(514,)",,,
1,177.5,"(609,)",,,
2,177.5,"(215,)",,,
1,177.5,"(373,)",,,
1,177.5,"(457,)",,,
1,177.5,"(524,)",,,
2,177.5,"(318,)",,,
2,177.5,"(367,)",,,
12,177.5,"(530,)",,,
1,171.5,"(736,)",,,
1,171.5,"(289,)",,,
1,171.5,"(760,)",,,
1,171.5,"(733,)",,,
2,171.5,"(67,)",,,
3,171.5,"(457,)",,,
3,171.5,"(374,)",,,
2,343.0,"(490, 724)",,,
2,171.5,"(313,)",,,
2,171.5,"(12,)",,,
2,171.5,"(342,)",,,
2,171.5,"(714,)",,,
2,171.5,"(486,)",,,
1,171.5,"(59,)",,,
1,171.5,"(697,)",,,
3,171.5,"(265,)",,,
3,171.5,"(361,)",,,
1,171.5,"(236,)",,,
1,171.5,"(654,)",,,
3,171.5,"(255,)",,,
3,171.5,"(754,)",,,
2,171.5,"(343,)",,,
1,171.5,"(81,)",,,
1,171.5,"(401,)",,,
1,171.5,"(22,)",,,
6,171.5,"(127,)","(126,)",,
6,171.5,"(647,)",,,
4,171.5,"(123,)","(124,)",,
1,171.5,"(328,)",,,
1,171.5,"(756,)",,,
4,171.5,"(566,)",,,
4,171.5,"(473,)","(423, 38)",,
3,171.5,"(552,)",,,
3,171.5,"(116,)",,,
1,171.5,"(521,)",,,
2,171.5,"(117,)",,,
2,171.5,"(552,)",,,
1,171.5,"(609,)",,,
1,266.5,"(33,)",,,
3,266.5,"(320,)",,,
3,266.5,"(306,)",,,
5,184.0,"(752,)",,,
5,184.0,"(258,)",,,
3,368.0,"(675, 259)",,,
2,184.0,"(485,)","(484,)",,
2,184.0,"(712,)",,,
5,184.0,"(45,)",,,
5,184.0,"(664,)",,,
8,184.0,"(55,)","(52,)","(53,)","(54,)"
8,184.0,"(424,)",,,
4,184.0,"(58,)",,,
4,184.0,"(698,)",,,
1,184.0,"(265,)",,,
1,184.0,"(361,)",,,
1,184.0,"(158,)",,,
1,184.0,"(3,)",,,
2,184.0,"(219,)",,,
2,184.0,"(214,)",,,
1,184.0,"(237,)",,,
1,184.0,"(654,)",,,
1,184.0,"(540,)",,,
2,184.0,"(343,)",,,
1,184.0,"(604,)",,,
2,184.0,"(364,)",,,
1,184.0,"(564,)",,,
1,184.0,"(473,)","(423, 38)",,
1,184.0,"(758,)",,,
2,184.0,"(558,)",,,
2,184.0,"(308,)",,,
1,184.0,"(595,)",,,
1,184.0,"(726,)",,,
4,184.0,"(378,)",,,
1,184.0,"(655,)",,,
1,184.0,"(237,)",,,
1,147.5,"(760,)",,,
1,147.5,"(733,)",,,
2,147.5,"(667,)",,,
2,147.5,"(241,)",,,
2,147.5,"(443,)",,,
2,147.5,"(273,)",,,
2,147.5,"(457,)",,,
2,147.5,"(373,)",,,
1,147.5,"(492,)",,,
1,147.5,"(712,)",,,
2,147.5,"(713,)",,,
2,147.5,"(490,)",,,
2,147.5,"(699,)",,,
2,147.5,"(57,)",,,
1,147.5,"(720,)",,,
1,147.5,"(593,)",,,
1,147.5,"(52,)","(53,)","(54,)","(55,)"
1,147.5,"(424,)",,,
1,147.5,"(57,)",,,
1,147.5,"(699,)",,,
1,147.5,"(5,)",,,
1,147.5,"(276,)",,,
1,147.5,"(278,)",,,
1,147.5,"(553,)",,,
1,147.5,"(662,)",,,
3,147.5,"(265,)",,,
3,147.5,"(361,)",,,
4,147.5,"(174,)","(175,)",,
4,147.5,"(140,)",,,
1,147.5,"(81,)",,,
4,147.5,"(522,)",,,
1,147.5,"(237,)",,,
1,147.5,"(658,)",,,
1,147.5,"(225,)",,,
1,147.5,"(599,)",,,
1,147.5,"(203,)",,,
1,147.5,"(360,)",,,
3,147.5,"(248,)",,,
3,147.5,"(735,)",,,
4,147.5,"(107,)",,,
4,147.5,"(749,)",,,
2,147.5,"(61,)",,,
2,147.5,"(427,)",,,
1,147.5,"(364,)",,,
7,147.5,"(120,)",,,
1,147.5,"(538,)",,,
1,147.5,"(551,)",,,
1,147.5,"(39,)",,,
2,147.5,"(567,)",,,
2,147.5,"(478,)",,,
1,147.5,"(596,)",,,
1,147.5,"(738,)",,,
3,147.5,"(591,)",,,
3,147.5,"(721,)",,,
1,147.5,"(602,)",,,
1,147.5,"(226,)",,,
1,147.5,"(347,)",,,
2,147.5,"(276,)",,,
1,147.5,"(394,)",,,
1,147.5,"(757,)",,,
2,147.5,"(319,)",,,
2,147.5,"(369,)",,,
1,29.5,"(613,)",,,
1,29.5,"(531,)",,,
5,29.5,"(481,)",,,
5,29.5,"(630,)",,,
1,29.5,"(478,)",,,
1,29.5,"(572,)",,,
3,29.5,"(34,)",,,
1,29.5,"(29,)",,,
1,29.5,"(423,)",,,
5,29.5,"(0,)",,,
5,29.5,"(69,)",,,
1,29.5,"(2,)",,,
1,29.5,"(80,)",,,
1,29.5,"(12,)",,,
1,29.5,"(342,)",,,
2,29.5,"(11,)",,,
2,29.5,"(297,)",,,
3,29.5,"(5,)",,,
1,29.5,"(276,)",,,
1,29.5,"(265,)",,,
1,29.5,"(361,)",,,
9,29.5,"(207,)",,,
9,29.5,"(360,)",,,
2,29.5,"(245,)",,,
2,29.5,"(734,)",,,
1,29.5,"(624,)",,,
1,29.5,"(43,)",,,
5,29.5,"(628,)",,,
5,29.5,"(481,)",,,
1,29.5,"(625,)",,,
1,29.5,"(232,)",,,
2,29.5,"(69,)",,,
2,29.5,"(0,)",,,
4,29.5,"(121,)",,,
1,29.5,"(126,)","(127,)",,
1,29.5,"(646,)",,,
1,29.5,"(118,)",,,
1,29.5,"(168,)",,,
3,29.5,"(545,)",,,
3,29.5,"(39,)",,,
6,59.0,"(575, 465)",,,
1,29.5,"(569,)",,,
1,29.5,"(473,)","(423, 38)",,
2,29.5,"(579,)",,,
2,29.5,"(556,)",,,
2,29.5,"(310,)",,,
17,29.5,"(605,)",,,
5,29.5,"(614,)",,,
2,29.5,"(522,)",,,
2,29.5,"(383,)",,,
5,29.5,"(606,)",,,
1,29.5,"(380,)",,,
2,59.0,"(360, 251)",,,
5,29.5,"(296,)",,,
5,29.5,"(10,)",,,
3,29.5,"(301,)",,,
3,29.5,"(86,)",,,
2,29.5,"(312,)",,,
2,29.5,"(558,)",,,
2,29.5,"(531,)",,,
2,59.0,"(528, 196)",,,
2,29.5,"(529,)",,,
2,29.5,"(221,)",,,
5,29.5,"(383,)",,,
4,60.5,"(613,)",,,
2,60.5,"(737,)",,,
1,60.5,"(755,)",,,
1,60.5,"(294,)",,,
4,60.5,"(743,)",,,
3,60.5,"(748,)",,,
3,60.5,"(106,)",,,
3,60.5,"(678,)",,,
3,60.5,"(387,)",,,
2,60.5,"(531,)",,,
1,60.5,"(422,)",,,
1,60.5,"(28,)",,,
1,60.5,"(451,)",,,
1,60.5,"(324,)",,,
3,60.5,"(122,)",,,
2,60.5,"(481,)",,,
2,60.5,"(630,)",,,
1,60.5,"(447,)","(448,)",,
2,60.5,"(445,)",,,
2,60.5,"(275,)",,,
4,60.5,"(433,)",,,
4,60.5,"(71,)",,,
3,60.5,"(440,)",,,
3,60.5,"(89,)",,,
5,60.5,"(442,)",,,
5,60.5,"(115,)",,,
1,60.5,"(446,)",,,
1,60.5,"(314,)",,,
7,60.5,"(479,)",,,
7,60.5,"(570,)",,,
1,60.5,"(741,)",,,
4,60.5,"(497,)",,,
4,60.5,"(763,)",,,
6,60.5,"(741,)",,,
11,60.5,"(739,)",,,
11,60.5,"(249,)",,,
4,60.5,"(167,)",,,
2,60.5,"(646,)",,,
2,60.5,"(127,)","(126,)",,
1,60.5,"(640,)",,,
1,60.5,"(94,)",,,
1,60.5,"(313,)",,,
1,60.5,"(15,)",,,
1,60.5,"(403,)","(404,)",,
1,60.5,"(35,)",,,
4,60.5,"(28,)",,,
4,60.5,"(423,)",,,
4,60.5,"(43,)",,,
4,60.5,"(624,)",,,
5,60.5,"(5,)",,,
1,60.5,"(31,)",,,
1,60.5,"(504,)",,,
11,60.5,"(0,)",,,
11,60.5,"(68,)",,,
1,60.5,"(2,)",,,
1,60.5,"(79,)",,,
7,60.5,"(41,)",,,
7,60.5,"(548,)",,,
1,60.5,"(48,)",,,
1,60.5,"(761,)",,,
3,60.5,"(9,)",,,
3,60.5,"(297,)",,,
4,60.5,"(3,)",,,
4,60.5,"(158,)",,,
3,60.5,"(716,)","(717,)",,
3,60.5,"(484,)","(485,)",,
1,60.5,"(430,)",,,
3,60.5,"(743,)",,,
5,60.5,"(56,)",,,
5,60.5,"(426,)",,,
1,60.5,"(520,)",,,
4,60.5,"(5,)",,,
1,60.5,"(270,)",,,
1,60.5,"(412,)",,,
8,60.5,"(273,)",,,
8,60.5,"(445,)",,,
1,60.5,"(278,)",,,
1,60.5,"(553,)",,,
4,60.5,"(265,)",,,
4,60.5,"(361,)",,,
7,60.5,"(263,)","(262,)",,
7,60.5,"(194,)",,,
5,60.5,"(241,)",,,
5,60.5,"(666,)",,,
3,60.5,"(200,)",,,
1,60.5,"(313,)",,,
1,60.5,"(171,)",,,
1,60.5,"(118,)",,,
9,60.5,"(194,)",,,
9,60.5,"(263,)","(262,)",,
2,60.5,"(197,)",,,
2,60.5,"(215,)",,,
2,60.5,"(81,)",,,
4,60.5,"(162,)",,,
4,60.5,"(114,)",,,
1,60.5,"(210,)",,,
1,60.5,"(421,)",,,
1,60.5,"(211,)",,,
5,60.5,"(520,)",,,
11,60.5,"(250,)",,,
11,60.5,"(739,)",,,
2,60.5,"(521,)",,,
5,60.5,"(236,)",,,
5,60.5,"(654,)",,,
6,60.5,"(226,)",,,
6,60.5,"(603,)",,,
36,60.5,"(203,)",,,
36,60.5,"(349,)",,,
1,60.5,"(246,)",,,
1,60.5,"(734,)",,,
3,60.5,"(220,)",,,
3,60.5,"(525,)",,,
18,60.5,"(88,)",,,
18,60.5,"(438,)",,,
3,60.5,"(96,)",,,
3,60.5,"(641,)",,,
5,60.5,"(99,)",,,
5,60.5,"(751,)",,,
3,60.5,"(84,)",,,
3,60.5,"(300,)",,,
1,60.5,"(81,)",,,
3,60.5,"(211,)",,,
1,60.5,"(65,)",,,
1,60.5,"(624,)",,,
1,60.5,"(43,)",,,
6,60.5,"(630,)",,,
6,60.5,"(481,)",,,
4,60.5,"(632,)",,,
4,60.5,"(581,)",,,
2,60.5,"(634,)",,,
2,60.5,"(623,)",,,
1,60.5,"(70,)",,,
1,60.5,"(0,)",,,
2,60.5,"(71,)",,,
2,60.5,"(433,)",,,
2,60.5,"(404,)","(403,)",,
2,60.5,"(26,)",,,
1,60.5,"(418,)",,,
1,60.5,"(460,)",,,
5,60.5,"(415,)",,,
5,60.5,"(270,)",,,
15,60.5,"(122,)",,,
10,60.5,"(126,)","(127,)",,
10,60.5,"(647,)",,,
1,60.5,"(123,)","(124,)",,
8,60.5,"(118,)",,,
8,60.5,"(171,)",,,
15,60.5,"(324,)",,,
15,60.5,"(450,)",,,
1,60.5,"(327,)",,,
1,60.5,"(756,)",,,
1,60.5,"(36,)",,,
8,60.5,"(542,)",,,
8,60.5,"(37,)",,,
18,60.5,"(565,)",,,
18,60.5,"(477,)",,,
5,60.5,"(580,)",,,
5,60.5,"(632,)",,,
3,60.5,"(555,)",,,
3,60.5,"(278,)",,,
1,60.5,"(579,)",,,
5,60.5,"(63,)",,,
1,60.5,"(552,)",,,
1,60.5,"(116,)",,,
2,60.5,"(585,)",,,
2,60.5,"(651,)",,,
4,60.5,"(759,)",,,
14,60.5,"(556,)",,,
14,60.5,"(307,)",,,
1,60.5,"(593,)",,,
1,60.5,"(720,)",,,
6,60.5,"(280,)",,,
6,60.5,"(606,)",,,
1,60.5,"(613,)",,,
6,60.5,"(603,)",,,
6,60.5,"(225,)",,,
1,60.5,"(513,)",,,
1,60.5,"(115,)",,,
1,60.5,"(442,)",,,
15,60.5,"(114,)",,,
15,60.5,"(165,)",,,
5,60.5,"(504,)",,,
5,60.5,"(31,)",,,
6,60.5,"(510,)",,,
6,60.5,"(465,)",,,
1,60.5,"(276,)",,,
2,60.5,"(514,)",,,
3,60.5,"(387,)",,,
3,60.5,"(678,)",,,
1,60.5,"(368,)",,,
1,60.5,"(318,)",,,
1,60.5,"(361,)",,,
1,60.5,"(265,)",,,
1,60.5,"(383,)",,,
2,60.5,"(605,)",,,
1,60.5,"(380,)",,,
6,60.5,"(355,)",,,
6,60.5,"(204,)",,,
5,60.5,"(300,)",,,
5,60.5,"(86,)",,,
1,60.5,"(307,)",,,
1,60.5,"(556,)",,,
4,60.5,"(761,)",,,
4,60.5,"(48,)",,,
5,60.5,"(763,)",,,
5,60.5,"(499,)",,,
1,60.5,"(197,)",,,
2,60.5,"(219,)",,,
3,60.5,"(318,)",,,
3,60.5,"(368,)",,,
3,60.5,"(200,)",,,
1,60.5,"(531,)",,,
4,60.5,"(530,)",,,
5,60.5,"(380,)",,,
3,60.5,"(662,)",,,
3,60.5,"(383,)",,,
6,60.5,"(658,)",,,
6,60.5,"(237,)",,,
4,14.0,"(442,)",,,
4,14.0,"(115,)",,,
4,14.0,"(161,)",,,
4,14.0,"(112,)",,,
6,14.0,"(552,)",,,
6,14.0,"(116,)",,,
7,14.0,"(115,)",,,
7,14.0,"(442,)",,,
2,14.0,"(116,)",,,
2,14.0,"(552,)",,,
8,14.0,"(347,)",,,
11,14.0,"(113,)",,,
11,14.0,"(159,)",,,
1,28.0,"(112, 197)",,,
1,472.0,"(590,)",,,
1,472.0,"(724,)",,,
1,115.5,"(736,)",,,
1,115.5,"(289,)",,,
1,115.5,"(737,)",,,
2,115.5,"(381,)",,,
3,115.5,"(757,)",,,
3,115.5,"(388,)",,,
2,115.5,"(760,)",,,
2,115.5,"(729,)",,,
2,115.5,"(676,)",,,
2,115.5,"(384,)",,,
1,115.5,"(674,)","(673,)",,
1,115.5,"(239,)",,,
1,115.5,"(456,)",,,
1,115.5,"(322,)",,,
7,115.5,"(67,)",,,
2,115.5,"(436,)",,,
2,115.5,"(71,)",,,
1,115.5,"(446,)",,,
1,115.5,"(314,)",,,
10,115.5,"(478,)",,,
10,115.5,"(570,)",,,
1,115.5,"(741,)",,,
1,115.5,"(457,)",,,
1,115.5,"(370,)",,,
1,115.5,"(497,)",,,
1,115.5,"(763,)",,,
25,115.5,"(493,)",,,
25,115.5,"(712,)",,,
2,115.5,"(212,)",,,
1,115.5,"(653,)","(652,)",,
1,115.5,"(585,)",,,
3,115.5,"(313,)",,,
2,115.5,"(26,)",,,
2,115.5,"(403,)","(404,)",,
1,115.5,"(33,)",,,
1,115.5,"(5,)",,,
2,115.5,"(1,)",,,
2,115.5,"(68,)",,,
3,115.5,"(39,)",,,
3,115.5,"(549,)",,,
3,115.5,"(47,)",,,
3,115.5,"(694,)","(695,)",,
22,115.5,"(716,)","(717,)",,
22,115.5,"(492,)",,,
1,115.5,"(702,)",,,
1,115.5,"(288,)",,,
2,115.5,"(709,)",,,
2,115.5,"(338,)",,,
5,115.5,"(700,)",,,
5,115.5,"(74,)",,,
4,115.5,"(67,)",,,
1,115.5,"(57,)",,,
1,115.5,"(696,)",,,
5,115.5,"(5,)",,,
1,115.5,"(271,)",,,
1,115.5,"(416,)",,,
2,115.5,"(284,)",,,
1,115.5,"(276,)",,,
3,115.5,"(278,)",,,
3,115.5,"(554,)",,,
1,115.5,"(662,)",,,
1,115.5,"(281,)",,,
1,115.5,"(292,)",,,
1,115.5,"(755,)",,,
6,115.5,"(287,)",,,
6,115.5,"(703,)",,,
1,115.5,"(217,)",,,
1,115.5,"(313,)",,,
1,115.5,"(212,)",,,
3,115.5,"(195,)",,,
3,115.5,"(264,)",,,
1,115.5,"(215,)",,,
7,115.5,"(521,)",,,
2,115.5,"(256,)",,,
2,115.5,"(753,)",,,
2,115.5,"(207,)",,,
2,115.5,"(358,)",,,
1,115.5,"(221,)",,,
1,115.5,"(528,)",,,
2,115.5,"(60,)",,,
10,115.5,"(87,)",,,
10,115.5,"(438,)",,,
2,115.5,"(96,)",,,
2,115.5,"(645,)",,,
1,115.5,"(100,)",,,
1,115.5,"(748,)",,,
3,115.5,"(363,)",,,
1,115.5,"(625,)",,,
1,115.5,"(233,)",,,
2,115.5,"(72,)",,,
2,115.5,"(433,)",,,
13,115.5,"(74,)",,,
13,115.5,"(700,)",,,
1,115.5,"(419,)",,,
1,115.5,"(461,)",,,
6,115.5,"(121,)",,,
1,115.5,"(127,)","(126,)",,
1,115.5,"(646,)",,,
1,115.5,"(118,)",,,
1,115.5,"(169,)",,,
2,115.5,"(322,)",,,
2,115.5,"(449,)",,,
2,115.5,"(535,)",,,
2,115.5,"(469,)",,,
4,115.5,"(550,)",,,
4,115.5,"(41,)",,,
10,115.5,"(567,)",,,
10,115.5,"(475,)",,,
1,115.5,"(553,)",,,
1,115.5,"(278,)",,,
7,115.5,"(758,)",,,
7,115.5,"(558,)",,,
7,115.5,"(307,)",,,
1,115.5,"(592,)",,,
1,115.5,"(721,)",,,
2,115.5,"(597,)",,,
2,115.5,"(92,)",,,
1,115.5,"(620,)",,,
3,115.5,"(117,)",,,
3,115.5,"(552,)",,,
2,115.5,"(110,)","(109,)",,
2,115.5,"(165,)",,,
1,115.5,"(276,)",,,
3,115.5,"(518,)",,,
4,115.5,"(379,)",,,
1,115.5,"(517,)",,,
1,115.5,"(365,)",,,
1,115.5,"(318,)",,,
2,115.5,"(361,)",,,
2,115.5,"(265,)",,,
4,231.0,"(361, 276)","(384, 680)",,
2,115.5,"(382,)",,,
2,115.5,"(560,)",,,
1,115.5,"(761,)",,,
1,115.5,"(50,)",,,
3,115.5,"(763,)",,,
3,115.5,"(497,)",,,
1,115.5,"(318,)",,,
1,115.5,"(368,)",,,
1,115.5,"(198,)",,,
1,115.5,"(380,)",,,
1,285.0,"(620,)",,,
2,285.0,"(683,)",,,
1,285.0,"(463,)",,,
1,285.0,"(418,)",,,
2,285.0,"(457,)",,,
2,285.0,"(374,)",,,
1,285.0,"(47,)",,,
1,285.0,"(694,)","(695,)",,
1,285.0,"(168,)",,,
1,285.0,"(118,)",,,
1,285.0,"(214,)",,,
8,285.0,"(183,)",,,
8,285.0,"(146,)","(147,)",,
1,285.0,"(91,)",,,
1,285.0,"(598,)",,,
1,285.0,"(104,)",,,
1,285.0,"(746,)",,,
3,285.0,"(343,)",,,
4,285.0,"(362,)",,,
2,285.0,"(320,)",,,
2,285.0,"(304,)",,,
1,285.0,"(545,)",,,
1,285.0,"(38,)",,,
1,285.0,"(223,)",,,
2,285.0,"(133,)","(132,)",,
2,285.0,"(172,)",,,
4,285.0,"(763,)",,,
4,285.0,"(500,)",,,
1,285.0,"(219,)",,,
1,285.0,"(32,)",,,
1,288.5,"(728,)",,,
1,288.5,"(636,)","(635,)",,
3,288.5,"(58,)",,,
3,288.5,"(699,)",,,
2,288.5,"(97,)",,,
7,288.5,"(571,)",,,
7,288.5,"(476,)",,,
1,288.5,"(595,)",,,
1,288.5,"(722,)",,,
3,304.0,"(476,)",,,
3,304.0,"(565,)",,,
1,208.0,"(457,)",,,
1,208.0,"(371,)",,,
2,208.0,"(488,)",,,
2,208.0,"(712,)",,,
1,208.0,"(703,)",,,
1,208.0,"(287,)",,,
3,208.0,"(720,)",,,
3,208.0,"(594,)",,,
1,208.0,"(288,)",,,
1,208.0,"(704,)",,,
4,208.0,"(214,)",,,
4,208.0,"(590,)",,,
4,208.0,"(719,)",,,
1,416.0,"(132, 220)",,,
3,208.0,"(517,)",,,
2,40.0,"(614,)",,,
3,40.0,"(737,)",,,
3,40.0,"(735,)",,,
3,40.0,"(247,)",,,
1,40.0,"(381,)",,,
2,80.0,"(540, 170)",,,
1,80.0,"(757, 360)",,,
8,40.0,"(678,)",,,
8,40.0,"(387,)",,,
1,40.0,"(531,)",,,
1,80.0,"(673, 192)",,,
5,40.0,"(423,)",,,
5,40.0,"(27,)",,,
2,80.0,"(423, 30)",,,
1,80.0,"(423, 38)","(473,)",,
1,40.0,"(120,)",,,
2,40.0,"(481,)",,,
2,40.0,"(627,)",,,
19,40.0,"(444,)",,,
19,40.0,"(274,)",,,
3,40.0,"(427,)",,,
3,40.0,"(62,)",,,
4,40.0,"(440,)",,,
4,40.0,"(88,)",,,
16,40.0,"(479,)",,,
16,40.0,"(573,)",,,
1,40.0,"(16,)",,,
1,40.0,"(406,)",,,
2,40.0,"(33,)",,,
1,40.0,"(315,)",,,
9,40.0,"(28,)",,,
9,40.0,"(422,)",,,
3,40.0,"(5,)",,,
7,40.0,"(0,)",,,
7,40.0,"(70,)",,,
3,40.0,"(42,)",,,
3,40.0,"(543,)",,,
1,40.0,"(49,)",,,
1,40.0,"(761,)",,,
11,40.0,"(430,)",,,
2,80.0,"(520, 238)",,,
8,40.0,"(5,)",,,
18,40.0,"(275,)",,,
18,40.0,"(444,)",,,
6,40.0,"(278,)",,,
6,40.0,"(553,)",,,
1,40.0,"(282,)",,,
6,40.0,"(265,)",,,
6,40.0,"(361,)",,,
2,80.0,"(195, 293)",,,
2,40.0,"(197,)",,,
2,40.0,"(521,)",,,
78,40.0,"(203,)",,,
78,40.0,"(351,)",,,
2,80.0,"(202, 388)",,,
4,40.0,"(248,)",,,
4,40.0,"(735,)",,,
2,40.0,"(220,)",,,
2,40.0,"(529,)",,,
27,40.0,"(88,)",,,
27,40.0,"(441,)",,,
2,40.0,"(99,)",,,
2,40.0,"(746,)",,,
15,40.0,"(86,)",,,
15,40.0,"(301,)",,,
3,40.0,"(65,)",,,
5,40.0,"(624,)",,,
5,40.0,"(43,)",,,
1,80.0,"(631, 465)",,,
7,40.0,"(629,)",,,
7,40.0,"(481,)",,,
14,40.0,"(632,)",,,
14,40.0,"(582,)",,,
5,40.0,"(70,)",,,
5,40.0,"(0,)",,,
3,40.0,"(72,)",,,
3,40.0,"(431,)",,,
1,40.0,"(402,)",,,
1,40.0,"(14,)",,,
5,40.0,"(120,)",,,
2,40.0,"(127,)","(126,)",,
2,40.0,"(646,)",,,
1,40.0,"(123,)","(124,)",,
2,80.0,"(323, 486)",,,
2,40.0,"(538,)",,,
1,40.0,"(36,)",,,
2,80.0,"(536, 490)",,,
2,80.0,"(549, 29)",,,
7,40.0,"(545,)",,,
7,40.0,"(41,)",,,
36,40.0,"(561,)","(562,)",,
36,40.0,"(476,)",,,
13,40.0,"(584,)",,,
13,40.0,"(632,)",,,
1,40.0,"(554,)",,,
1,40.0,"(279,)",,,
3,40.0,"(579,)",,,
1,40.0,"(759,)",,,
6,40.0,"(556,)",,,
6,40.0,"(308,)",,,
1,40.0,"(594,)",,,
1,40.0,"(723,)",,,
16,40.0,"(605,)",,,
9,40.0,"(614,)",,,
1,40.0,"(277,)",,,
2,80.0,"(522, 230)",,,
7,40.0,"(115,)",,,
7,40.0,"(442,)",,,
7,80.0,"(140, 239)",,,
